    342 многий	    ^многий/*многий$ 
      1 Родольфо	      ^Родольфо/*Родольфо$ 
      1 родиола	      ^родиола/*родиола$ 
      1 роджер	      ^роджер/*роджер$ 
      1 роденовский	      ^роденовский/*роденовский$ 
      1 Рогачев	      ^Рогачев/*Рогачев$ 
      1 рогатить	      ^рогатить/*рогатить$ 
      1 Рогальский	      ^Рогальский/*Рогальский$ 
      1 ровняк	      ^ровняк/*ровняк$ 
      1 РОВД	      ^РОВД/*РОВД$ 
      1 Роберто	      ^Роберто/*Роберто$ 
      1 Роб-Грийе	      ^Роб/роба<n><f><nn><pl><gen>$^-/-<guio>$^Грийе/*Грийе$ 
      1 РНК-полимераза	      ^РНК/*РНК$^-/-<guio>$^полимераза/полимераза<n><f><nn><sg><nom>$ 
      1 РНК-копия	      ^РНК/*РНК$-^копия/копия<n><f><nn><sg><nom>$ 
      1 РЛС	      ^РЛС/*РЛС$ 
      1 РКС	      ^РКС/*РКС$ 
      1 РКК	      ^РКК/*РКК$ 
      1 Ритуля	      ^Ритуля/*Ритуля$ 
      1 ритуалистический	      ^ритуалистический/*ритуалистический$ 
      1 ритуализованный	      ^ритуализованный/*ритуализованный$ 
      1 ритуализироваться	      ^ритуализироваться/*ритуализироваться$ 
      1 риторизовать	      ^риторизовать/*риторизовать$ 
      1 Рисс	      ^Рисс/*Рисс$ 
      1 рисс	      ^рисс/*рисс$ 
      1 Рипли	      ^Рипли/*Рипли$ 
      1 рио-рита	      ^рио/*рио$^-/-<guio>$^рита/*рита$ 
      1 Римский-Корсаков	      ^Римский/Римский<np><cog><m><sg><nom>/римский<adj><m><an><sg><nom>/римский<adj><m><nn><sg><acc>$-^Корсаков/Корсаков<np><cog><m><sg><nom>/корсак<n><m><aa><pl><acc>/корсак<n><m><aa><pl><gen>$ 
      1 Рикман	      ^Рикман/*Рикман$ 
      1 Рикардо	      ^Рикардо/*Рикардо$ 
      1 ридный	      ^ридный/*ридный$ 
      1 Ридли	      ^Ридли/*Ридли$ 
      1 Ридерз	      ^Ридерз/*Ридерз$ 
      1 Рид	      ^Рид/*Рид$ 
      1 риголетто	      ^риголетто/*риголетто$ 
      1 Ривин	      ^Ривин/*Ривин$ 
      1 Ривз	      ^Ривз/*Ривз$ 
      1 Ривалдо	      ^Ривалдо/*Ривалдо$ 
      1 Рибо	      ^Рибо/*Рибо$ 
      1 рибамидил	      ^рибамидил/*рибамидил$ 
      1 Решетов	      ^Решетов/*Решетов$ 
      1 Реша	      ^Реша/*Реша$ 
      1 рефтинский	      ^рефтинский/*рефтинский$ 
      1 Ресо-гарантия	      ^Ресо/*Ресо$^-/-<guio>$^гарантия/гарантия<n><f><nn><sg><nom>$ 
      1 репортажный	      ^репортажный/*репортажный$ 
      1 рентгенометр	      ^рентгенометр/*рентгенометр$ 
      1 рентгенолучевой	      ^рентгенолучевой/*рентгенолучевой$ 
      1 Реннквист	      ^Реннквист/*Реннквист$ 
      1 Ренато	      ^Ренато/*Ренато$ 
      1 ремонтостроительный	      ^ремонтостроительный/*ремонтостроительный$ 
      1 ремкомплект	      ^ремкомплект/*ремкомплект$ 
      1 рембрандтовский	      ^рембрандтовский/*рембрандтовский$ 
      1 религиоведческий	      ^религиоведческий/*религиоведческий$ 
      1 релаксантный	      ^релаксантный/*релаксантный$ 
      1 рекурсия	      ^рекурсия/*рекурсия$ 
      1 рекрутерский	      ^рекрутерский/*рекрутерский$ 
      1 рекорд-бизнес	      ^рекорд/рекорд<n><m><nn><sg><acc>/рекорд<n><m><nn><sg><nom>$^-/-<guio>$^бизнес/бизнес<n><m><nn><sg><acc>/бизнес<n><m><nn><sg><nom>$ 
      1 рекомендательница	      ^рекомендательница/*рекомендательница$ 
      1 рейтинговость	      ^рейтинговость/*рейтинговость$ 
      1 Рейнольдс	      ^Рейнольдс/*Рейнольдс$ 
      1 Рейнеке	      ^Рейнеке/*Рейнеке$ 
      1 Рейган	      ^Рейган/*Рейган$ 
      1 резонирование	      ^резонирование/*резонирование$ 
      1 Резниченко	      ^Резниченко/*Резниченко$ 
      1 резервуарчик	      ^резервуарчик/*резервуарчик$ 
      1 режиссерша	      ^режиссерша/*режиссерша$ 
      1 режиссер-постановщик	      ^режиссер/режиссёр<n><m><aa><sg><nom>$^-/-<guio>$^постановщик/постановщик<n><m><aa><sg><nom>$ 
      1 режимность	      ^режимность/*режимность$ 
      1 Реджина	      ^Реджина/*Реджина$ 
      1 Редвайн	      ^Редвайн/*Редвайн$ 
      1 регионовед	      ^регионовед/*регионовед$ 
      1 регби-медитация	      ^регби/регби<n><nt><nn><pl><acc>/регби<n><nt><nn><pl><dat>/регби<n><nt><nn><pl><gen>/регби<n><nt><nn><pl><ins>/регби<n><nt><nn><pl><nom>/регби<n><nt><nn><pl><prp>/регби<n><nt><nn><sg><acc>/регби<n><nt><nn><sg><dat>/регби<n><nt><nn><sg><gen>/регби<n><nt><nn><sg><ins>/регби<n><nt><nn><sg><nom>/регби<n><nt><nn><sg><prp>$^-/-<guio>$^медитация/медитация<n><f><nn><sg><nom>$ 
      1 Ревич	      ^Ревич/*Ревич$ 
      1 ревертировать	      ^ревертировать/*ревертировать$ 
      1 ревакцинирующий	      ^ревакцинирующий/*ревакцинирующий$ 
      1 реал-политик	      ^реал/реал<n><m><nn><sg><acc>/реал<n><m><nn><sg><nom>$^-/-<guio>$^политик/политик<n><m><aa><sg><nom>/политика<n><f><nn><pl><gen>$ 
      1 реал-лайф	      ^реал/реал<n><m><nn><sg><acc>/реал<n><m><nn><sg><nom>$-^лайф/*лайф$ 
      1 реализационный	      ^реализационный/*реализационный$ 
      1 реабилитология	      ^реабилитология/*реабилитология$ 
      1 РДК	      ^РДК/*РДК$ 
      1 р-го	      ^р/*р$^-/-<guio>$^го/го<n><nt><nn><pl><acc>/го<n><nt><nn><pl><dat>/го<n><nt><nn><pl><gen>/го<n><nt><nn><pl><ins>/го<n><nt><nn><pl><nom>/го<n><nt><nn><pl><prp>/го<n><nt><nn><sg><acc>/го<n><nt><nn><sg><dat>/го<n><nt><nn><sg><gen>/го<n><nt><nn><sg><ins>/го<n><nt><nn><sg><nom>/го<n><nt><nn><sg><prp>$ 
      1 РГГУ	      ^РГГУ/*РГГУ$ 
      1 Рггу	      ^Рггу/*Рггу$ 
      1 Раффлес	      ^Раффлес/*Раффлес$ 
      1 Рафф	      ^Рафф/*Рафф$ 
      1 Раф	      ^Раф/*Раф$ 
      1 раф	      ^раф/*раф$ 
      1 раувазан	      ^раувазан/*раувазан$ 
      1 Ратнер	      ^Ратнер/*Ратнер$ 
      1 ратиновый	      ^ратиновый/*ратиновый$ 
      1 расхорошо	      ^расхорошо/*расхорошо$ 
      1 расхороший	      ^расхороший/*расхороший$ 
      1 Растропович	      ^Растропович/*Растропович$ 
      1 растрепаться	      ^растрепаться/*растрепаться$ 
      1 растренировать	      ^растренировать/*растренировать$ 
      1 растительноядный	      ^растительноядный/*растительноядный$ 
      1 Растеряев	      ^Растеряев/*Растеряев$ 
      1 растворожиться	      ^растворожиться/*растворожиться$ 
      1 раствой	      ^раствой/*раствой$ 
      1 рассуетиться	      ^рассуетиться/*рассуетиться$ 
      1 расстарываться	      ^расстарываться/*расстарываться$ 
      1 рассолодеть	      ^рассолодеть/*рассолодеть$ 
      1 распространительский	      ^распространительский/*распространительский$ 
      1 распространимый	      ^распространимый/*распространимый$ 
      1 распределилиться	      ^распределилиться/*распределилиться$ 
      1 распиздяй	      ^распиздяй/*распиздяй$ 
      1 распаленность	      ^распаленность/*распаленность$ 
      1 раскрашиваемость	      ^раскрашиваемость/*раскрашиваемость$ 
      1 раскоррумпироваться	      ^раскоррумпироваться/*раскоррумпироваться$ 
      1 расколдование	      ^расколдование/*расколдование$ 
      1 раскатный	      ^раскатный/*раскатный$ 
      1 Расинг	      ^Расинг/*Расинг$ 
      1 Расея	      ^Расея/*Расея$ 
      1 Рапка	      ^Рапка/*Рапка$ 
      1 ранозаживляющий	      ^ранозаживляющий/*ранозаживляющий$ 
      1 раннеславянский	      ^раннеславянский/*раннеславянский$ 
      1 раннеклассический	      ^раннеклассический/*раннеклассический$ 
      1 раннегосударственный	      ^раннегосударственный/*раннегосударственный$ 
      1 рамушевский	      ^рамушевский/*рамушевский$ 
      1 Рамонь	      ^Рамонь/*Рамонь$ 
      1 Рамблас	      ^Рамблас/*Рамблас$ 
